CODIGO_DANE_MUNICIPIO;DESC_MUNICIPIO;DESC_DEPARTAMENTO;ZONA
44847;URIBIA;LA GUAJIRA;RURAL DISPERSO
5847;URRAO;ANTIOQUIA;RURAL
44855;URUMITA;LA GUAJIRA;URBANO
8849;USIACURÍ;ATLÁNTICO;URBANO
25851;ÚTICA;CUNDINAMARCA;URBANO
5854;VALDIVIA;ANTIOQUIA;RURAL DISPERSO
23855;VALENCIA;CÓRDOBA;RURAL
68855;VALLE DE SAN JOSÉ;SANTANDER;URBANO
73854;VALLE DE SAN JUAN;TOLIMA;RURAL
86865;VALLE DEL GUAMUEZ;PUTUMAYO;URBANO
20001;VALLEDUPAR;CESAR;URBANO
5856;VALPARAÍSO;ANTIOQUIA;RURAL
18860;VALPARAÍSO;CAQUETÁ;RURAL
5858;VEGACHÍ;ANTIOQUIA;RURAL
68861;VÉLEZ;SANTANDER;RURAL
73861;VENADILLO;TOLIMA;URBANO
5861;VENECIA;ANTIOQUIA;URBANO
25506;VENECIA;CUNDINAMARCA;RURAL DISPERSO
15861;VENTAQUEMADA;BOYACÁ;URBANO
25862;VERGARA;CUNDINAMARCA;RURAL
76863;VERSALLES;VALLE DEL CAUCA;RURAL
68867;VETAS;SANTANDER;RURAL
25867;VIANÍ;CUNDINAMARCA;URBANO
17867;VICTORIA;CALDAS;RURAL
5873;VIGÍA DEL FUERTE;ANTIOQUIA;RURAL DISPERSO
76869;VIJES;VALLE DEL CAUCA;URBANO
54871;VILLA CARO;NORTE DE SANTANDER;RURAL
15407;VILLA DE LEYVA;BOYACÁ;URBANO
25843;VILLA DE SAN DIEGO DE UBATÉ;CUNDINAMARCA;URBANO
54874;VILLA DEL ROSARIO;NORTE DE SANTANDER;URBANO
19845;VILLA RICA;CAUCA;URBANO
86885;VILLAGARZÓN;PUTUMAYO;RURAL
25871;VILLAGÓMEZ;CUNDINAMARCA;RURAL DISPERSO
73870;VILLAHERMOSA;TOLIMA;RURAL
17873;VILLAMARÍA;CALDAS;URBANO
13873;VILLANUEVA;BOLÍVAR;URBANO
44874;VILLANUEVA;LA GUAJIRA;URBANO
68872;VILLANUEVA;SANTANDER;URBANO
85440;VILLANUEVA;CASANARE;RURAL
25873;VILLAPINZÓN;CUNDINAMARCA;URBANO
73873;VILLARRICA;TOLIMA;RURAL
50001;VILLAVICENCIO;META;URBANO
41872;VILLAVIEJA;HUILA;RURAL
25875;VILLETA;CUNDINAMARCA;URBANO
25878;VIOTÁ;CUNDINAMARCA;URBANO
50711;VISTAHERMOSA;META;RURAL DISPERSO
17877;VITERBO;CALDAS;URBANO
25885;YACOPÍ;CUNDINAMARCA;RURAL DISPERSO
52885;YACUANQUER;NARIÑO;RURAL
41885;YAGUARÁ;HUILA;RURAL
5885;YALÍ;ANTIOQUIA;RURAL
5887;YARUMAL;ANTIOQUIA;URBANO
97889;YAVARATÉ;VAUPÉS;RURAL DISPERSO
5890;YOLOMBÓ;ANTIOQUIA;RURAL
5893;YONDÓ;ANTIOQUIA;RURAL DISPERSO
85001;YOPAL;CASANARE;URBANO
76890;YOTOCO;VALLE DEL CAUCA;RURAL
76892;YUMBO;VALLE DEL CAUCA;URBANO
13894;ZAMBRANO;BOLÍVAR;RURAL
68895;ZAPATOCA;SANTANDER;RURAL
47960;ZAPAYÁN;MAGDALENA;RURAL
5895;ZARAGOZA;ANTIOQUIA;RURAL
76895;ZARZAL;VALLE DEL CAUCA;URBANO
15897;ZETAQUIRA;BOYACÁ;RURAL DISPERSO
25898;ZIPACÓN;CUNDINAMARCA;URBANO
25899;ZIPAQUIRÁ;CUNDINAMARCA;URBANO
47980;ZONA BANANERA;MAGDALENA;URBANO
